,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1440,5fIq2ovEhDIyV5Hx1epC4c,0.0315,0.594,0.7090000000000001,0.0562,0.0738,0.49986902079949697,0,0.0377,0.432817804964846,0.5870000000000001,1,6HdZquZOX4YcDlAP7GKD2A,2VWlEE2TLPTUCHaISEYr98,0yJv0G7r1PZIl1CY5XhvkR,3LSPZEp2fh6vsiVS5ewqME,3lPj2nA1lIrWIpbnhNG57v,7oM4pmqvqIhqJzyW0PSHXw,7abo0Ait48p7JNBhmvm9JI,1dRaYeS22TQZ3jRLFfe7vM,32T61xmNSIXhGkEszzs0t8,1PxTFIjG0IjuQDILHr4bXJ
1441,55S2PQgSMYAhgoTCcGCDfw,0.0169,0.596,0.8540000000000001,0.0,0.124,0.267931052548855,0,0.46299999999999997,0.5784016696963579,0.152,1,55S2PQgSMYAhgoTCcGCDfw,54l9GJGQ1UCFKe2tzt1Vxt,1kpP1Y5sLWxNVE6qH0GYqH,3tyL3OGDm3GqZdNFR0Sv6h,5qEDMy4lkVZ93et8y1VP99,575NJxNUVDqwJGdzBrlLbv,6Gy7rXB6Ku5vIWC7WGWsl3,7kqCbVG93MnBnkRGiKWTPs,4lOavMadLCGAOJEvMJ5t4t,45Lu4PnbPH7fARZ82nMS3P
1442,3mJiMnKrpIYSNRRFounMtY,0.652,0.5379999999999999,0.46299999999999997,0.0,0.087,0.32404254204432303,1,0.0295,0.639332121456945,0.376,2,5WtfUKzXircvW8l5aaVZWT,42bbDWZ8WmXTH7PkYAlGLu,2cJS4uSqiNCeH4CgOt9LNA,06ehDc8M2rZH4S0FFPUhxQ,3EPXxR3ImUwfayaurPi3cm,477Yon8OMSZpcKC7b8Ae5y,0ikmhbH2wPx0iFayhraSWp,2rxQMGVafnNaRaXlRMWPde,67LKZcv1J2Yj4pk5UIuFQW,2TIlqbIneP0ZY1O0EzYLlc
1443,50pEs4BEQlgoZo6rKHNtEA,0.0533,0.672,0.647,0.0932,0.122,0.32818148478021697,1,0.0314,0.48087447461311295,0.237,2,6twQJ2KMwNzODCY0HzXP2E,15vzANxN8G9wWfwAJLLMCg,0cDwUAF7yQrOLRcFfJpSc2,4h6WC7k2vRI4lrjqDh5g9D,3rK43VNP0142Kbxt8nuAhD,6L6ra9mTlyQPmh7zGw58y1,0lYBSQXN6rCTvUZvg9S0lU,77UjLW8j5UAGAGVGhR5oUK,2FuPPSFmGj4XIJepeHwz7D,7wjprvfscpUNacftNovfQO
1444,10wWGbY2KerpoM5m5cYu48,0.00176,0.8029999999999999,0.907,3.12e-06,0.29100000000000004,0.29554146801487896,1,0.0349,0.576891633243885,0.815,2,594M0rqYMOo8BhMGEdoi5C,5EdkHBTXHVXrLz1AkIMweE,0onslUNmSLDkuYaideYWir,0V3tUFtSMNfS4iL6HnZsas,1cG00XnGFYt8ZI1EpC3CuZ,0UJkJ3v6E7wQvMJHwmVQDn,606MdMKIoz2TKV1pAML5OJ,1Sl4WkY1bLzNblPDWYFDc3,7gDKfEMIhyyO4asgEXwcrs,6ILpnOUHollfHp4xWH7nqV
1445,45wselE9lcQ48i2GbAETWx,0.664,0.812,0.498,6.459999999999998e-05,0.156,0.31178288887724603,0,0.21600000000000003,0.57677621644497,0.723,1,0JP9xo3adEtGSdUEISiszL,2vNDq5XAoF4Gl4hfY7aacS,6eLSgWTWV22kPMjmO9KdLk,04oG24PjVs59q72Id8wXFK,3frmdSk9cFnZxhJxeMaXCW,0KPiSFlz5OUCgw7nwvhYWe,6UrZSKHenvGSok9muo1vvh,6Gds0xbRf66IPJ3Qo0pmPL,3QWjljChcOMkRDYSzF33Qr,2nOAS2dr1rKoOrw1IEcSuM
1446,1D1nixOVWOxvNfWi0UD7VX,0.00577,0.706,0.8009999999999999,0.0,0.0822,0.331796510714099,1,0.0399,0.4809658462455879,0.63,2,3OekcvoY1ftoRF6XbvnThM,3Jc6Bdhc4QDQwal1urpuNk,7lVoniii4QwhNjCeHij2xZ,5HeKOKc4phmLn8e4I7EkzD,2nqwxzn7svkN30dVGbXdWf,7vSm2hckpPHTrIHpqmqOze,3jDdpx9PMlfMBS5tOBHFm9,5BB6riskdmhOajkh4VCkJw,7vFv0yFGMJW3qVXbAd9BK9,1NbGcdgwRHZ5rbPIT9hdR3
1447,5pfJsMwoRYKampPay8amX0,0.0916,0.828,0.609,1.21e-06,0.29100000000000004,0.23062817624561202,1,0.0694,0.527671177539891,0.7070000000000001,2,0OaunKfsxkgBvPv68jBbmm,3Fgq5ULltciG2UTYbYGgAT,2ymSNj7e3CjonAXyN9etmb,3O4DdB07AoPwvy1fsIToiT,4MeDnO5yA2Zi6IMlVApRci,05mAIVLkIWc2d1UBYZBCp8,4cxacKRkXUaXwxwhD42Iqg,0jtTDKt1FRTnKbWtWSGLoy,0vvOrppt5qQcyQ0QteVgRF,2FXBR8ehIPTGJTa5RRZqzn
1448,32BEasyNQgqXQJKoVa0fUw,0.187,0.37200000000000005,0.9109999999999999,0.000199,0.0883,0.206894745114476,1,0.0694,0.961864366025142,0.536,2,43CFDpciGFDm226POTLEXU,3Lj2PcKAkTXYiSVSeT7UA7,5ecQ5IpXRvNgnsAuw40dOq,4LiMQ6G9n84rDUBs9wtwz6,5aUG1uGIUyehIJhT9ZgHU2,0JpxNq2SYwPt2uSqdcSvyQ,6CyJlVAEFlNdpggOLanytL,1IUWIwZrxpyktrxGqI7FN7,0Knc89pMAsIZbK8tor7i93,6r5tlCMur8Vngv3n0DzOFl
1449,1ZMk6La2OGTiKXwqVvkTpz,0.525,0.5379999999999999,0.5870000000000001,0.0,0.193,0.36103106826635895,0,0.365,0.713843283223206,0.807,1,6Gds0xbRf66IPJ3Qo0pmPL,6UrZSKHenvGSok9muo1vvh,1OxL1FWSEd7QmJoWLRP2NO,1925sglrKyg6wtFyMsF2au,7kuRvjpeUcn6qNV9IBXC2C,7BVhguhgHsEDZBFQh92Vik,0SE7gSflAhE1a5HEs5Hk9R,0KPiSFlz5OUCgw7nwvhYWe,5KyXztmJrzUwccF59xw1os,4HxFgGOkdeOskzwyTxC5fn
1450,4tEnwJD6qaFF9B7AEZYtof,0.0131,0.718,0.8640000000000001,0.000117,0.192,0.251637240006287,1,0.0436,0.7503342278135251,0.523,2,2y1ZeuRxlGO36mo5qYm28A,6cPyTS0Kk2sc4xQwC93kOg,0u695M7KyzXaPIjpEbxOkB,7iDa6hUg2VgEL1o1HjmfBn,2tzAN1L07SNwnOdgOEeuQr,0PypLCGGUBNXqg4139Mg0W,6fIgsZFtGXiIvxb2Y6oCc7,1pfgsjmxVZhoZpeDx6POKv,637kmONo6eMUOd10n9z4xb,2TLDilmv1UmRTfyb7f2Hrx
1451,5Z6JNzQNHrBFdi31XAbAR4,0.244,0.506,0.611,3.97e-06,0.105,0.41096033949808797,1,0.11199999999999999,0.329144665339373,0.285,2,1c1SUqeJEYjA3dZVglThmW,5vuMtXS5kQ7F0o9V9rG1dG,1Omt5bfz1tZUCqd26HxbS0,5esPpmrM2AsyDVgOKzWQwU,5ym4GENsMc7VbZVYyulq84,4825x6Yy20mNZ4Ll5XyA9g,6Hgh47WXVKtXN5zGOu0hjI,789qI3jXwivzud76JHGTzU,7IRlJSWcXNlEFj2e1GKzlq,5J7ZDpSv8W0taKUMi9Zupy
1452,1NHlyKgtR4roNylOhidKSv,0.00586,0.888,0.74,0.0,0.218,0.28097658091895,1,0.23800000000000002,0.48091775591270597,0.664,2,0jtTDKt1FRTnKbWtWSGLoy,059bcIhyc2SBwm6sw2AZzd,7iVfoC4Y7RF1MOiJ8evC4W,41Fflg7qHiVOD6dEPvsCzO,4W3FJapn5CD6Fnrlfj4HFe,794F99D5BQHS5ZGRXAs7I5,6aAclXBj0CK4EKkk0bU5Ra,6T2B2AhAZNOL6KjZAUmOwX,5QmQslczlpMX0kNABJBCVz,6o8ogTrSX8H0F66Pdz3Tsc
1453,0BNNxZfJOS59Bip2dQGk2f,0.172,0.618,0.73,0.0,0.11199999999999999,0.309006129826584,1,0.0645,0.519067816987429,0.285,2,2xmrfQpmS2iJExTlklLoAL,1vrd6UOGamcKNGnSHJQlSt,2FuPPSFmGj4XIJepeHwz7D,7kCXmYJeltdnCMMsfwaCsf,0W363qrIc4GwuwOqa0WAEO,68vxG1i6RSmrsY9mRdqDgG,4EtIza2cKMmR2XP7idebXG,4eWQlBRaTjPPUlzacqEeoQ,2ZFrEp20VO25BXYhMxh0GW,5boqkVlc0CWhfTjksnpc1X
1454,7xELq8WliIctkuvWXONX6d,0.125,0.662,0.685,0.0,0.0961,0.23895845339760002,0,0.0302,0.53843860307201,0.447,1,4c5cUeKXDWCUBYNIw8Ivxy,1quuqraz6z6RusyJZtyDcm,3Px934J0dBoCmpUhUuCQkD,0Nhu3zSYbEz32IYiobV75e,3EVBx6WnnMj0qGpcPHjECA,1Gdq70zftwyR7AicLQ4lBY,3o8bovLXjsxsFBTXajm1VA,3FF6jZY1wDHXJUUN18qsLx,1BMfojwi8eKlVtGOEfJw17,0yChzgxfOGJvl8dtrI4Imu
1455,5chgte6PLqxDVWXIUhVwBn,0.364,0.71,0.5720000000000001,0.0,0.129,0.37653900560590997,0,0.0616,0.6735147300689611,0.642,1,0FzI4GycRxqDdyCugflNQO,0mdIIgjVubCqYTBdCpP5k9,0SE7gSflAhE1a5HEs5Hk9R,1OxL1FWSEd7QmJoWLRP2NO,6eLSgWTWV22kPMjmO9KdLk,7xhvCzIguRfyfQyGrnWuVn,1jfBIylYmLMklQOpbWT5s0,5fzWrgzS8RCXCjSMfS2YMA,6UrZSKHenvGSok9muo1vvh,1kLXQonNqsJxCPFkUet3pV
1456,3erpmncBhgjZhc7aghwbJV,0.0577,0.799,0.581,0.0008759999999999999,0.0843,0.380782731702206,0,0.128,0.504876359754162,0.486,1,2UxnZEvavlFv9dTbfrkNnd,0FZ4Dmg8jJJAPJnvBIzD9z,0znetZf9bcVN1xjAhQ00LH,7abo0Ait48p7JNBhmvm9JI,1dRaYeS22TQZ3jRLFfe7vM,1UUj1iScVn6wOXiBSyBhLn,6VCeywT4JeawuZOUkQ1okx,5mIOsPuQdXchVY0jB5NO9Q,6MWtB6iiXyIwun0YzU6DFP,7l3E7lcozEodtVsSTCkcaA
1457,7JKf9DEKBAdyILvDh4jzHy,0.10099999999999999,0.6779999999999999,0.728,0.192,0.0847,0.44255252265940204,1,0.0369,0.529032133960431,0.436,2,4TJweEhnTMkfOdavXx5RRG,4pgOyxhTFOuNZJndYQJkKk,0JQGZ9tXOaXHnca75JDz3J,7g2WfNLkwj6QeYmXleHUvi,2B3jnZ6tCsVFD4gNXHBJzP,1euQrkGwRPQod7kcddoeJ5,2aYmP5Ar225yAtOvL6u7cS,5mbC0MSdKcDG9wuFx7XQh9,5NfJGBAL9mgFPRQxKJmiX2,0VWRbuEicramx9Hp2iWCTC
1458,1m8WpLYXEiNVZchsWEcCSy,0.158,0.461,0.653,0.0,0.19699999999999998,0.451459108293603,1,0.327,0.39255176924334706,0.588,2,1zFqYEYQrz5mkTxFM1yxXy,7COXchtUOMd6uIT6HvmRaI,4z0sp8M4LFgMlKq3Ta0AwQ,5dhsuaGYQpEhXsOQsbLL7s,3lxDt6y04GIFGdpG0jNffy,0GXMlXSYrKXM009r5mdWCA,2e9N4vHYVUwSwRorBzsZXE,1wJRveJZLSb1rjhnUHQiv6,1SflceB6gEUczFvowdYkaQ,7uiBocndm12aKbsdnQ3Scx
1459,7GdGBGwFMg21mY9kNpNKXI,0.161,0.506,0.807,0.0,0.114,0.207471053596689,1,0.249,0.7850217849207951,0.39399999999999996,2,5NeHvs8ClxMHtqv8DHEK1X,2sHwSBNDZN2yjCtgwStYt1,1IUWIwZrxpyktrxGqI7FN7,20z5VnuRJkpxcokwAu9VtP,47OqtEbWGkG6eDNGUNCYYB,0u695M7KyzXaPIjpEbxOkB,74Ru27B7Jx8mBt5MGvGLLv,43CFDpciGFDm226POTLEXU,4RMqA9GixWNB7H6coZFXJN,74LOZLK6DFZiVLcd8zBEp2
1460,2D3z17LBMJ2HEHeBFFjTLi,0.0165,0.747,0.74,9.940000000000002e-05,0.10099999999999999,0.22659401687012098,0,0.191,0.846673591674602,0.552,1,6uSSupG4TMu3vW8QgynAB6,4DyBx5MYoq8RsU33cEAIxT,3RQYtMBnCujzcDQRUAXAw6,60SdxE8apGAxMiRrpbmLY0,3bsjdAwV1wjPM0abu8Lutl,5UEvfBx5yQ14HALjI8jk3t,7EtzDNjVmifX4q4k9hQKTV,2hloaUoRonYssMuqLCBLTX,7AYuSG1LoaaFVKjOxsB6Vh,0CALOqrkXAE7WB2nyIATLk
1461,0RO3tjH2cfyoGHLynijFcc,0.425,0.368,0.5920000000000001,0.0,0.0849,0.226174883428512,1,0.0385,0.567408219599696,0.451,2,5EA06TsQmqmQXZiEhr1AaM,0E47pBZ2vm2NkEDKONAIuo,03VNgdCL9t8aPyvwZecglI,16mrdTSWwfVfOiZNw84tQC,15O20RQyWJgKrkHID9ynT9,5zxJlZh20vaB1TcZAUZ8Pz,429EttO8gs0bDo2SQfUNSm,6Fha6tXHkL3r9m9nNqQG8p,2k8p8JCPBz8xki4SwuWGS1,77nXj2IoswHUcgwh0tw83O
1462,2PjqwF7kqqazmlXcqUtdR0,0.135,0.636,0.5539999999999999,0.0,0.25,0.397443286006182,1,0.155,0.7696376874320721,0.574,2,5YAP8zpqj1eIX88makBjDe,5WI0wR52v8MHv65GVwRRyE,0qbfdprRS71e9up5pOmbQo,7eXT7U3FKrOM88xr1DsNwc,5zLs51Fr3XSUhZiWQMlxJu,59NBECAQ5tXNmtKbRFcYil,2YyvWje3cEYyqgYhNUIaBJ,17mS1Cr70SD2PTOTnqL3LT,1mQI744KrltnCU798zIGEe,7MXVkk9YMctZqd1Srtv4MB
1463,3HjLU5QejJyDTzwWXneVw1,0.0917,0.6609999999999999,0.575,0.000573,0.127,0.450149316288573,0,0.0693,0.596286464494907,0.447,1,34aHsgRbN3WSRWf64rtYnj,7oM4pmqvqIhqJzyW0PSHXw,32T61xmNSIXhGkEszzs0t8,7dhyhMtWWJNYWmE4N5XiEA,04DysC7XwYiKJqYwGM8mkU,4VQJnqvsZ7DEguTXtERRaI,2UxnZEvavlFv9dTbfrkNnd,5DvrajonsSpOSkoNo9wWFY,34i4yxPrHWquuR4kjiivFO,2qXicQG06oT0ijKBznpgQv
1464,6w9zex3lLDwzmvu12LDpJw,0.38299999999999995,0.728,0.38,0.000279,0.364,0.577618274218054,1,0.0946,0.8108222485116041,0.5,2,0iw0EuzmMKMYvZuQYW8DBA,6vWEAOUSxohKxhp0K1BsxL,2KFsh3pocgDgEQK8HwgIE5,3kxfsdsCpFgN412fpnW85Y,7eHNQH8gKPCcthPIJ4IMBT,7es4Ylz21gkW6BeHdE77wI,1M321puDN1WBd5NF0ogOKW,05TtxghZSGczxqdRQrAf0C,1zVfFnkHv8ubJRXT30d4T3,7q7jyVU0f0hnod8tsaUmxg
1465,59l0CeaA4LLngf30waUXWB,0.115,0.769,0.556,0.000294,0.11699999999999999,0.281605281081364,0,0.08199999999999999,0.7212203402871958,0.607,1,75lcPkAkUsKWHGBlGM476R,2hloaUoRonYssMuqLCBLTX,6fq5GyXeT7kfzkK97b9rGC,4FdgXbE253X2VNP3fGDIZQ,0lEBA0QN4sA7jbfmZpUdr7,5UEvfBx5yQ14HALjI8jk3t,6cW48V8CKaYpSSHA9Eih2a,61sqsOPon94ecMskeEXwev,60T6dfF5Q7KL2ujEefzoCE,7AYuSG1LoaaFVKjOxsB6Vh
1466,6r2BECwMgEoRb5yLfp0Hca,0.0032700000000000003,0.5870000000000001,0.828,0.0,0.331,0.267616702467648,1,0.161,0.595872887632128,0.494,2,1BevDaXPEDYfNFTcdu5rfp,6BvtitRX5lQC87YlA6rq0n,4b4KcovePX8Ke2cLIQTLM0,1k18nxjYj8R5iz82Ap7GEY,2L93hpsnJ8scBHIQFZzh1b,0LM43mK6NmlaO5MIKy5oBr,65n4DkUhKUO4tECIabKwy1,4kbj5MwxO1bq9wjT5g9HaA,2y1ZeuRxlGO36mo5qYm28A,6Lqqc9jcrXUSxiDA5jle1j
1467,4kKgn11J60MHCrfS4AfbIm,0.596,0.652,0.7120000000000001,0.0,0.0814,0.240373028763032,1,0.0388,0.577386963672562,0.5529999999999999,2,4OxyYXWVqfqkLIwzffmbLS,6qX4gWRXTRPIrEfNuNaYye,5mTJcvxRxq3uF5wUjjciDw,5tAa8Uaqr4VvA3693mbIhU,5kXDF4OmM5COyeo6z97nEk,0bOH2yZkaVSg2OdegIlp2J,3R7Y4q7kECcZkT5LCn8QP5,2txZKGnh75sFb3FFnuwjgF,2BkyYZmU4JuWW2sYi9EzpC,1W0zPxHrUF4H2xmWkO97Ea
1468,737fbbX3NFJcWz0hHqRAgN,0.33399999999999996,0.703,0.525,0.0,0.36,0.5508985173154499,1,0.166,0.4612584278308371,0.491,2,2KFsh3pocgDgEQK8HwgIE5,3B8TBGV0upObaUd9z4O9W8,6S04kOaQsvm633KXgHwAFf,14sOS5L36385FJ3OL8hew4,5V1CiQCL2IkCt0OvrCMLwp,6Qs4SXO9dwPj5GKvVOv8Ki,5zxwumO0laRosoeOvbVSvc,0ys5cPCSgyc0usjPH3KemR,1ueet5XsNLuufVvCMWjc7v,2mCF8L0brIs88eH6Kf2h9p
1469,0LkelFnnzJPC8dtZSZ9Og8,0.0643,0.32899999999999996,0.6659999999999999,0.0,0.212,0.30664850421753004,0,0.11800000000000001,0.39607198161025703,0.513,1,0m5HCOpIKSaidlHOzqZB4z,1PxTFIjG0IjuQDILHr4bXJ,60jFTpfSeyc2oRENnaHlrw,3H4SQPQVJ4birjwbMMuYlY,2AaF78iCWISMWYog5RnSi5,3myKrRi0ZXU9pRfGgpUCTj,2Bs4jQEGMycglOfWPBqrVG,7A0IJM6FR1HQphfdfN66pI,4BOikd4oZjOYMde9AXfrTo,5BCnoG4uUCyz58OOy1kFeQ
1470,3NLnwwAQbbFKcEcV8hDItk,0.0598,0.647,0.823,0.0,0.11900000000000001,0.27406087913239396,1,0.0762,0.480581123582537,0.396,2,7GYLsGlCPqSkLBNDC5mVyl,5QUsyhPk2WXnMQ0KwvyEp2,2meEiZKWkiN28gITzFwQo5,2ZFrEp20VO25BXYhMxh0GW,3d0j5Tkx2Yum7FhMvJZe85,73Jdi1pXMmpo5LcsSXiFLO,0prNGof3XqfTvNDxHonvdK,2nGlRyaeE9JF4L4TyAf3uJ,0B2RttXEiyXsMeQ7mMP3EI,1hIupFeRu3nmMcjbjxPnMc
1471,7hYUoA7Z4mtlDwXyq3s1Gz,0.27,0.8290000000000001,0.575,0.0,0.0896,0.251584848326086,1,0.326,0.50943051427802,0.268,2,1yUqu9a2ABItuEq3WpK9Ba,5AjINjwKyRvQJhSe2zpPHi,3ViJYmiobUr5ozBHHcpzbF,4pdD4rKmi3JfGj3SO4mxU6,0G7Ik0gmxJBFJKAmK2p1k9,7pMRoGLEJuFM2wl5pt0R99,01ZIculhpupvh79iH4LSWz,68vxG1i6RSmrsY9mRdqDgG,5Ftttol3sAKtBC77rn4Cfd,4RjpANxXIGwfKbn5srJBQq
1472,58y7d9xg91SHf5ItIiGqIm,0.0431,0.723,0.937,0.0,0.0855,0.228689684078168,1,0.0549,0.5867212972848199,0.7959999999999999,2,5P5cGNzqh6A353N3ShDK6Y,4t77Op5L7YZ32q2bkTRaL6,5fsQSDifYpjfbCqvZKPVBj,2QoDAlMnML5haTXvYRS86X,7FjZU7XFs7P9jHI9Z0yRhK,05eGgfS1empJmZDTDY6U7t,77a5Eu7lC3tG0Sukt2O91U,594M0rqYMOo8BhMGEdoi5C,6pvVzR8VcSQol4EbaUrN0e,1EtRtR7tGkZXJeHYELcMRM
1473,1MXPdYCJiVqTtMu32zFzvP,0.00182,0.662,0.762,0.011000000000000001,0.0578,0.323151883480903,1,0.083,0.769579979032615,0.289,2,0I6syWcqSUsZ3sXJEOIGsj,0oP9pK1D1lNF3Lb7jkl6Xx,4ve2uzqdwnHr20G5YgMMqr,21xFsQzlsh6cr5XIDqKc7S,2habSXqcJGExM6JJyskY7O,1N7YeVU0ZwAFbOhwM61ef6,45Egmo7icyopuzJN0oMEdk,0JNdS1n0ifOP25XvhwAMgM,67YPjbcxUypwNOwYBZquq1,5yOc7LHI9HIBRTWcLbGXXi
1474,0zf56ykB0pVddnwcQkWSlK,0.34,0.5379999999999999,0.8009999999999999,0.0,0.314,0.18981505736889,1,0.0456,0.673659001067605,0.42100000000000004,2,79ep1XDpYKg0goDd3g5uPT,3a1lNhkSLSkpJE4MSHpDu9,2ULg8Cw0Ckn5JDGUkCNXko,7vGuf3Y35N4wmASOKLUVVU,7e4KQkp5ZR1gXCAalRjX6B,6ZRuF2n1CQxyxxAAWsKJOy,0W363qrIc4GwuwOqa0WAEO,1IUWIwZrxpyktrxGqI7FN7,4HjtHraeKy5wA4DA9o92HZ,47OqtEbWGkG6eDNGUNCYYB
1475,3bH4HzoZZFq8UpZmI2AMgV,0.325,0.828,0.6890000000000001,0.0384,0.0808,0.41274165662492796,1,0.0326,0.595988304431043,0.853,2,32IpXBKVD4ED5jIy9o9Uvs,5g45gvxgaYVuhkDACPnvfh,2nLlsu0gbJxFEEuhXCuMuL,1ydOxBgLmEMfWffu6t4H5x,2lTkTb68hFcTlfdBVzGLek,5Nqm4oYBZ8ldrRbvTsKCZg,1SHA4IJyiyNobDOrQzFFXy,4igKl8YqB7HsDP9ZKJbUEy,6eFm4JMfZin0p6gOcfworu,2r9homVqy3ntb7iOoROL88
1476,2GpHwqp9mNHyma8C3HliD8,0.7829999999999999,0.581,0.391,0.0,0.126,0.555508985173155,0,0.34299999999999997,0.40466572409614204,0.33799999999999997,1,0sHFw13WH3LtSB3yP8UMYJ,6gx8YAvoqFT93HRwMqBOM5,2ZbvTTHaZIYu9XhnRO44mr,14msK75pk3pA33pzPVNtBF,6lzLjIOyWTyTJvk0jraYee,4KGG8SrkjwDuil5KAXF3qw,4JyLFq2mHC8JPFTXHwYPWD,4aqafewb0B9MlQVHUWIOuK,13WO20hoD72L0J13WTQWlT,2GlATHCDbLW7xq5BE0Bz5g
1477,7885mFKPXjWNyxkOvuFK1j,0.0325,0.578,0.7240000000000001,2.25e-05,0.182,0.257871849950228,0,0.0342,0.8204884054207421,0.872,1,2prLqQkp2ch4Rj8dMPRIVx,24rJknKgy1jO97P3krTwDs,4V9ZJSZ7TucIA02M2YEuc6,10epFYqO8dugWGqiuv8A2v,70AMsxKGo17uVepDtcTAUL,0h3PlGdTl8kUA47Zb2kJAi,20J84EIO8uTDOfeEGBU7Si,61duk78NU13GtX2ACpeF8L,2GQqWDHGKDsVHcWZXm3Sb9,2AW37v0bDyuOzGP3XnmFuA
1478,3cuRIW5XcYEcWyWpBjIXHP,0.0327,0.551,0.604,0.0,0.0836,0.390213234138419,1,0.0434,0.36795837300785794,0.18,2,6YIkU44i9mfapJ4Zfs1ggz,0cDwUAF7yQrOLRcFfJpSc2,7krbSH3rd8lhIZvuzTV3Bl,31cahXEtbRJM5lzVjvgW21,15vzANxN8G9wWfwAJLLMCg,4WCDbasKSCy6E2OozyqM9J,79Mjfhh393dZdAsTvUFDR6,0vvKoh6Vd70kRh9PufntKb,3qzp4hb3YaRIkezSceqpRR,1QC3Hy30xDloQAF8yVkPYR
1479,41KjSO9LbkGxOAE5ZZ9EWE,0.0366,0.588,0.623,0.0,0.565,0.34908576518048906,0,0.0535,0.46182589375883704,0.209,1,1m3u1TiftjNA1zx0tm1ehj,1MTanOR2Kts7au3HtM0nez,7pSn2j9BhIWMqmKDfhkbTQ,23OXdR7YuUBVWh5hSnYJau,36phXHOKx8rO7CMp2vNX4x,27rdGxbavYJeBphck5MZAF,497l7A8s1mEyDPl9zOYkST,23L5CiUhw2jV1OIMwthR3S,2XMTqoHHSH0lvuXrvIEdco,2gLkzq894rt2gR4lvZpqE5
1480,03r78ioj3w0rX7Db7sLUVq,0.406,0.675,0.6940000000000001,0.0,0.106,0.31770314873997996,1,0.39,0.514273210799165,0.7190000000000001,2,5dhsuaGYQpEhXsOQsbLL7s,2n48BjaFSczfeIG3HaIaPv,4Fvtl6P5d8h2lzzwhUCHHD,19djjZHUwqKJbVfYlZ1d5o,4oSbdpyV6vyVf3FQfxXnwo,6OIJcRL2yycLyIbzrwOUty,5wujBwqG7INdStqGd4tRMX,6SAKXCj5jyF6IgPCPbZ5ra,0oQWWsxI3sc0ocO5niQGV4,2nHuAhUwIG29RYVD1zcUX2
1481,5pzeevBDvU6GVXqUKoiYDX,0.23,0.7090000000000001,0.784,0.0,0.147,0.166710326400168,0,0.1,0.466509892181474,0.584,1,23MnrKA3WgmbAqW79Rbcq2,3wQxUfquHLpgHoU6fo8Z50,1faUP4Tp7du3nCSVBoIO6e,08bNPGLD8AhKpnnERrAc6G,6MJUCumnQsQEKbCy28tbCP,0HRkuP4sFPLLnbWpup0OgQ,1UiEaMpzSMICYs0FWQga7S,3o8bovLXjsxsFBTXajm1VA,2twuWVm42q3E4okRqfv8U1,60fFwimwllbxqq5kgME3zy
1482,7tBZa65xUKMMan9tIMPqbi,0.42,0.8490000000000001,0.601,8.88e-06,0.10800000000000001,0.297689526903128,0,0.0319,0.5290850333266011,0.966,1,1LiN0Z98FkR1t0m8KmLcAH,2dmWDPH5aX8h6o9j8cQxpU,0hCG6ZcMg837GeT8Twhm5n,5OhkVfh9tiZ5MmK60sqkKt,1zikqHEDuxRMnhYxSR41lR,2cytBOLpwFRX7J9URCrFIe,5YJkwOWNGM3IAyMK1FmlIj,7xhvCzIguRfyfQyGrnWuVn,1KpBtWSI9dlv0RjtzvF1BD,2jjpbCZ9QcWGr2TTmkkgUU
1483,1u6s0RKQX9oCImfMZbI760,0.937,0.32799999999999996,0.0976,4.210000000000001e-05,0.10099999999999999,0.724472153821973,0,0.0457,0.8313616296852009,0.127,1,0DvhfhHlIE4HqgBX8yDJz3,14JzyD6FlBD5z0wV5P07YI,787DeFtoBTd0HdPCIIwbUH,2mBP9IsENazdoJ9ep5iR8i,7EkMIQ2PzEzwQroLl6dUvw,1g5OHdV7X0nOaB9Vy8sGdN,08Ovh180covBWO0CTnJhqz,0u2P5u6lvoDfwTYjAADbn4,1tT55K6VEyO6XFDxK4lDQe,1emAqEEKHGpdFx6H2YJTiG
1484,75ls0gurX68lUmMjE7QcsE,0.836,0.773,0.43700000000000006,2.42e-05,0.544,0.433855503746005,1,0.0963,0.499471006338306,0.7070000000000001,2,07ipXN6CNTw34qwSYePKpg,78loPG2VNA0Lg0vjumMfeD,65zxFF6Hh0PrVnXMMfFFrA,6mXRWXFzT0tXp2EYvkosqj,5rqt6cZ88VtFHq0bJBMHGl,4CxI3OYgMuWmsnR7T5ySiO,556b0qVFXcn1eXz1JYXHKg,4zMmqb0pYwX6b0qc0slCoT,68dd9CEzAUc4zeukKzMJP5,18uwL0vNUanqZH0ro2QcOP
1485,6V1bu6o1Yo5ZXnsCJU8Ovk,0.568,0.851,0.541,0.0,0.13,0.357573217373081,1,0.0505,0.600931990651239,0.44799999999999995,2,6V1bu6o1Yo5ZXnsCJU8Ovk,6FRLCMO5TUHTexlWo8ym1W,7fa9MBXhVfQ8P8Df9OEbD8,60CKMDImvHjEpPsQ8qKle5,0lnfjcwBcripJPtXuSu7d3,6tIsrRynd3eQB0a2c3SPyM,0j2WBxWZnWti5TpSxjJvPb,60Q0ZSKKBea7otGijFgrQI,7j1Q7Xx6Ozn5mUJfrqaSjp,38o5lj4mbLK34vQkJUlMrg
